ComparisonID,Study1,Study2,AvgOddsRatio,ComparisonType
94430339 vs 10291856,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0748448282628464,"Random patient, different studies"
94430339 vs 10383017,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0610877610896108,"Random patient, different studies"
94430339 vs 15483818,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.079833611900372,"Random patient, different studies"
94430339 vs 20646778,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.07708105799761,"Random patient, different studies"
94430339 vs 21001771,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0700290042202187,"Random patient, different studies"
94430339 vs 21272396,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0416686382237839,"Random patient, different studies"
94430339 vs 31509843,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1084090227049967,"Random patient, different studies"
94430339 vs 37030589,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0906747020333925,"Random patient, different studies"
94430339 vs 37178462,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0222644156574832,"Random patient, different studies"
94430339 vs 41773404,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0210628739832712,"Random patient, different studies"
94430339 vs 50106280,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0256977066741915,"Random patient, different studies"
94430339 vs 50109639,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0342829750168931,"Random patient, different studies"
94430339 vs 65652206,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.079833611900372,"Random patient, different studies"
94430339 vs 67429065,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1111649825878553,"Random patient, different studies"
94430339 vs 68539908,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1447773352107347,"Random patient, different studies"
94430339 vs 70625336,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0073350255119222,"Random patient, different studies"
94430339 vs 70816595,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1249492775389427,"Random patient, different studies"
94430339 vs 77891596,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0645263269521696,"Random patient, different studies"
94430339 vs 86934089,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.111337240029588,"Random patient, different studies"
94430339 vs 90780976,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0899862408779721,"Random patient, different studies"
94430339 vs 94430339,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1152994842740214,"Random patient, different studies"
94430339 vs 10291856,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1099592132698326,"Random patient, different studies"
94430339 vs 10383017,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1137489671236385,"Random patient, different studies"
94430339 vs 15483818,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.116677801350912,"Random patient, different studies"
94430339 vs 20646778,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1185731096820284,"Random patient, different studies"
94430339 vs 21001771,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1265004797168998,"Random patient, different studies"
94430339 vs 21272396,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0942894300951287,"Random patient, different studies"
94430339 vs 31509843,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0977325078023314,"Random patient, different studies"
94430339 vs 37030589,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1130598788275787,"Random patient, different studies"
94430339 vs 37178462,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1202962402006602,"Random patient, different studies"
94430339 vs 41773404,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0968716945099357,"Random patient, different studies"
94430339 vs 50106280,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0927401977698203,"Random patient, different studies"
94430339 vs 50109639,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.110475964526052,"Random patient, different studies"
94430339 vs 65652206,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1158163443970848,"Random patient, different studies"
94430339 vs 67429065,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.137878861790399,"Random patient, different studies"
94430339 vs 68539908,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0961830649320952,"Random patient, different studies"
94430339 vs 70625336,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0844792251732065,"Random patient, different studies"
94430339 vs 70816595,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.116677801350912,"Random patient, different studies"
94430339 vs 77891596,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1233981702312705,"Random patient, different studies"
94430339 vs 86934089,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0899862408779721,"Random patient, different studies"
94430339 vs 90780976,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0934287337739261,"Random patient, different studies"
94430339 vs 94430339,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1152994842740214,"Random patient, different studies"
10291856 vs 10383017,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,28.92226297008473,"Random patient, same study"
10291856 vs 15483818,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,32.96672047322634,"Random patient, same study"
10291856 vs 20646778,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,42.374652019966334,"Random patient, same study"
10291856 vs 21001771,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,34.08073082826985,"Random patient, same study"
10291856 vs 21272396,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,46.878894077033955,"Random patient, same study"
10291856 vs 31509843,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,16.075221161743272,"Random patient, same study"
10291856 vs 37030589,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,30.124052350580953,"Random patient, same study"
10291856 vs 37178462,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,43.186419723753424,"Random patient, same study"
10291856 vs 41773404,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,21.583674233136463,"Random patient, same study"
10291856 vs 50106280,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,23.199137777468824,"Random patient, same study"
10291856 vs 50109639,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,39.17642162415887,"Random patient, same study"
10291856 vs 65652206,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,29.611520668849618,"Random patient, same study"
10291856 vs 67429065,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,42.92202812081555,"Random patient, same study"
10291856 vs 68539908,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,16.866877379418504,"Random patient, same study"
10291856 vs 70625336,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,33.66240648973883,"Random patient, same study"
10291856 vs 70816595,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,37.91123011968544,"Random patient, same study"
10291856 vs 77891596,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,48.26387819629226,"Random patient, same study"
10291856 vs 86934089,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,36.072524328136716,"Random patient, same study"
10291856 vs 90780976,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,32.89304804755458,"Random patient, same study"
10291856 vs 94430339,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,44.29531282307752,"Random patient, same study"
10291856 vs 10383017,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,30.300180577811727,"Random patient, same study"
10291856 vs 15483818,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,30.440684912347823,"Random patient, same study"
10291856 vs 20646778,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,41.38435422651349,"Random patient, same study"
10291856 vs 21001771,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,29.430646477368956,"Random patient, same study"
10291856 vs 21272396,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,33.78035487486634,"Random patient, same study"
10291856 vs 31509843,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,19.958792206239686,"Random patient, same study"
10291856 vs 37030589,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,33.889909406982895,"Random patient, same study"
10291856 vs 37178462,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,36.90372714313159,"Random patient, same study"
10291856 vs 41773404,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,24.190626693912193,"Random patient, same study"
10291856 vs 50106280,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,26.46212840425823,"Random patient, same study"
10291856 vs 50109639,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,38.9941976584053,"Random patient, same study"
10291856 vs 65652206,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,20.56919833967704,"Random patient, same study"
10291856 vs 67429065,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,32.57004681221994,"Random patient, same study"
10291856 vs 68539908,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,16.988660053491692,"Random patient, same study"
10291856 vs 70625336,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,19.23524877421836,"Random patient, same study"
10291856 vs 70816595,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,33.53202654103456,"Random patient, same study"
10291856 vs 77891596,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,34.283872452520484,"Random patient, same study"
10291856 vs 86934089,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,33.36277102539208,"Random patient, same study"
10291856 vs 90780976,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,28.97873892722958,"Random patient, same study"
10291856 vs 94430339,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,14.286492641999587,"Random patient, same study"
10383017 vs 10291856,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,28.92226297008473,"Random patient, same study"
10383017 vs 15483818,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,28.98322989174113,"Random patient, same study"
10383017 vs 20646778,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,37.18390168708327,"Random patient, same study"
10383017 vs 21001771,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,30.36095304722958,"Random patient, same study"
10383017 vs 21272396,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,39.43124085654951,"Random patient, same study"
10383017 vs 31509843,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,13.000768652576681,"Random patient, same study"
10383017 vs 37030589,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,24.311046592805543,"Random patient, same study"
10383017 vs 37178462,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,32.41711484086484,"Random patient, same study"
10383017 vs 41773404,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,16.508023844988873,"Random patient, same study"
10383017 vs 50106280,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,19.942873671023207,"Random patient, same study"
10383017 vs 50109639,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,31.80593547679176,"Random patient, same study"
10383017 vs 65652206,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,26.38622016465468,"Random patient, same study"
10383017 vs 67429065,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,38.58789227385646,"Random patient, same study"
10383017 vs 68539908,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,14.256597037852597,"Random patient, same study"
10383017 vs 70625336,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,32.446381673398186,"Random patient, same study"
10383017 vs 70816595,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,32.538299243803664,"Random patient, same study"
10383017 vs 77891596,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,38.05080768984962,"Random patient, same study"
10383017 vs 86934089,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,28.840843532438843,"Random patient, same study"
10383017 vs 90780976,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,26.606837275656016,"Random patient, same study"
10383017 vs 94430339,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,32.938777420642296,"Random patient, same study"
10383017 vs 10291856,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,30.300180577811727,"Random patient, same study"
10383017 vs 15483818,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,35.31390782012315,"Random patient, same study"
10383017 vs 20646778,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,38.83647058330522,"Random patient, same study"
10383017 vs 21001771,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,29.012805739687465,"Random patient, same study"
10383017 vs 21272396,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,37.27512208421763,"Random patient, same study"
10383017 vs 31509843,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,18.388001043078503,"Random patient, same study"
10383017 vs 37030589,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,35.68996944684543,"Random patient, same study"
10383017 vs 37178462,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,38.190733532404195,"Random patient, same study"
10383017 vs 41773404,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,26.674901961545007,"Random patient, same study"
10383017 vs 50106280,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,25.263308710951843,"Random patient, same study"
10383017 vs 50109639,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,41.35417453577671,"Random patient, same study"
10383017 vs 65652206,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,22.276042707068694,"Random patient, same study"
10383017 vs 67429065,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,34.84340135162825,"Random patient, same study"
10383017 vs 68539908,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,16.7200555194094,"Random patient, same study"
10383017 vs 70625336,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,23.886959860563024,"Random patient, same study"
10383017 vs 70816595,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,40.73282907275578,"Random patient, same study"
10383017 vs 77891596,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,39.0847834144744,"Random patient, same study"
10383017 vs 86934089,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,35.41648062256742,"Random patient, same study"
10383017 vs 90780976,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,29.341966529081763,"Random patient, same study"
10383017 vs 94430339,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,13.430638453582208,"Random patient, same study"
15483818 vs 10291856,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,32.96672047322634,"Random patient, same study"
15483818 vs 10383017,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,28.98322989174113,"Random patient, same study"
15483818 vs 20646778,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,42.76684724166376,"Random patient, same study"
15483818 vs 21001771,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,35.6703581667295,"Random patient, same study"
15483818 vs 21272396,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,42.68241616280861,"Random patient, same study"
15483818 vs 31509843,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,14.086157353932261,"Random patient, same study"
15483818 vs 37030589,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,26.699515110168274,"Random patient, same study"
15483818 vs 37178462,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,36.95345160791924,"Random patient, same study"
15483818 vs 41773404,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,24.885763351862796,"Random patient, same study"
15483818 vs 50106280,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,21.23817510267715,"Random patient, same study"
15483818 vs 50109639,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,33.98895134429216,"Random patient, same study"
15483818 vs 65652206,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,27.54301822210511,"Random patient, same study"
15483818 vs 67429065,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,39.01773607699012,"Random patient, same study"
15483818 vs 68539908,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,15.216532911017199,"Random patient, same study"
15483818 vs 70625336,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,40.98338607502665,"Random patient, same study"
15483818 vs 70816595,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,38.166645010528704,"Random patient, same study"
15483818 vs 77891596,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,47.01480027978562,"Random patient, same study"
15483818 vs 86934089,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,32.91975234804962,"Random patient, same study"
15483818 vs 90780976,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,28.197679005447153,"Random patient, same study"
15483818 vs 94430339,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,40.58747711223627,"Random patient, same study"
15483818 vs 10291856,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,30.440684912347823,"Random patient, same study"
15483818 vs 10383017,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,35.31390782012315,"Random patient, same study"
15483818 vs 20646778,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,47.41438621033582,"Random patient, same study"
15483818 vs 21001771,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,33.589796556222346,"Random patient, same study"
15483818 vs 21272396,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,36.22475213345963,"Random patient, same study"
15483818 vs 31509843,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,17.942429701421176,"Random patient, same study"
15483818 vs 37030589,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,37.34978882429381,"Random patient, same study"
15483818 vs 37178462,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,40.308509370595026,"Random patient, same study"
15483818 vs 41773404,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,35.877486993345435,"Random patient, same study"
15483818 vs 50106280,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,28.18516041773442,"Random patient, same study"
15483818 vs 50109639,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,40.85096161332112,"Random patient, same study"
15483818 vs 65652206,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,21.23028367638751,"Random patient, same study"
15483818 vs 67429065,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,33.80792797597495,"Random patient, same study"
15483818 vs 68539908,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,16.14803568857946,"Random patient, same study"
15483818 vs 70625336,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,23.840347322104765,"Random patient, same study"
15483818 vs 70816595,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,43.88127947432342,"Random patient, same study"
15483818 vs 77891596,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,39.63637481786571,"Random patient, same study"
15483818 vs 86934089,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,35.727079765338516,"Random patient, same study"
15483818 vs 90780976,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,29.485822029358037,"Random patient, same study"
15483818 vs 94430339,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,12.998980879021673,"Random patient, same study"
20646778 vs 10291856,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,42.374652019966334,"Random patient, same study"
20646778 vs 10383017,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,37.18390168708327,"Random patient, same study"
20646778 vs 15483818,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,42.76684724166376,"Random patient, same study"
20646778 vs 21001771,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,46.3417635142766,"Random patient, same study"
20646778 vs 21272396,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,59.24626236783911,"Random patient, same study"
20646778 vs 31509843,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,16.528247419356042,"Random patient, same study"
20646778 vs 37030589,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,33.559059904811164,"Random patient, same study"
20646778 vs 37178462,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,48.171623764066,"Random patient, same study"
20646778 vs 41773404,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,25.185200848243483,"Random patient, same study"
20646778 vs 50106280,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,26.403235569640056,"Random patient, same study"
20646778 vs 50109639,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,45.981972861268986,"Random patient, same study"
20646778 vs 65652206,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,35.00609405184672,"Random patient, same study"
20646778 vs 67429065,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,55.41280743945892,"Random patient, same study"
20646778 vs 68539908,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,18.800473312011512,"Random patient, same study"
20646778 vs 70625336,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,49.194828579145906,"Random patient, same study"
20646778 vs 70816595,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,46.88767005563002,"Random patient, same study"
20646778 vs 77891596,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,57.74706437637865,"Random patient, same study"
20646778 vs 86934089,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,44.314131944299824,"Random patient, same study"
20646778 vs 90780976,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,38.03745722191615,"Random patient, same study"
20646778 vs 94430339,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,49.80729619186806,"Random patient, same study"
20646778 vs 10291856,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,41.38435422651349,"Random patient, same study"
20646778 vs 10383017,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,38.83647058330522,"Random patient, same study"
20646778 vs 15483818,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,47.41438621033582,"Random patient, same study"
20646778 vs 21001771,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,56.40940280720733,"Random patient, same study"
20646778 vs 21272396,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,47.3004813366508,"Random patient, same study"
20646778 vs 31509843,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,24.708068802985792,"Random patient, same study"
20646778 vs 37030589,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,49.68746967637286,"Random patient, same study"
20646778 vs 37178462,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,47.536318774438186,"Random patient, same study"
20646778 vs 41773404,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,32.517011177902724,"Random patient, same study"
20646778 vs 50106280,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,39.54536731495707,"Random patient, same study"
20646778 vs 50109639,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,52.12295532047366,"Random patient, same study"
20646778 vs 65652206,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,24.343574739057395,"Random patient, same study"
20646778 vs 67429065,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,49.01845107958133,"Random patient, same study"
20646778 vs 68539908,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,20.74543138928838,"Random patient, same study"
20646778 vs 70625336,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,25.871621677297487,"Random patient, same study"
20646778 vs 70816595,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,46.33152814095908,"Random patient, same study"
20646778 vs 77891596,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,44.90241193570208,"Random patient, same study"
20646778 vs 86934089,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,57.948127657319,"Random patient, same study"
20646778 vs 90780976,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,43.858168826423196,"Random patient, same study"
20646778 vs 94430339,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,18.257711129343758,"Random patient, same study"
21001771 vs 10291856,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,34.08073082826985,"Random patient, same study"
21001771 vs 10383017,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,30.36095304722958,"Random patient, same study"
21001771 vs 15483818,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,35.6703581667295,"Random patient, same study"
21001771 vs 20646778,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,46.3417635142766,"Random patient, same study"
21001771 vs 21272396,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,44.59064721463296,"Random patient, same study"
21001771 vs 31509843,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,13.886655534115132,"Random patient, same study"
21001771 vs 37030589,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,26.86715619973428,"Random patient, same study"
21001771 vs 37178462,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,36.94734268068035,"Random patient, same study"
21001771 vs 41773404,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,24.019349982324744,"Random patient, same study"
21001771 vs 50106280,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,21.948360091210024,"Random patient, same study"
21001771 vs 50109639,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,35.58432305305159,"Random patient, same study"
21001771 vs 65652206,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,26.853551040947057,"Random patient, same study"
21001771 vs 67429065,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,41.91692193702648,"Random patient, same study"
21001771 vs 68539908,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,17.09058047182892,"Random patient, same study"
21001771 vs 70625336,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,43.09896902483043,"Random patient, same study"
21001771 vs 70816595,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,39.886357802725435,"Random patient, same study"
21001771 vs 77891596,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,42.437038213839486,"Random patient, same study"
21001771 vs 86934089,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,34.83039048346892,"Random patient, same study"
21001771 vs 90780976,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,31.214122468885442,"Random patient, same study"
21001771 vs 94430339,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,40.28999003569468,"Random patient, same study"
21001771 vs 10291856,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,29.430646477368956,"Random patient, same study"
21001771 vs 10383017,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,29.012805739687465,"Random patient, same study"
21001771 vs 15483818,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,33.589796556222346,"Random patient, same study"
21001771 vs 20646778,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,56.40940280720733,"Random patient, same study"
21001771 vs 21272396,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,33.41014012519914,"Random patient, same study"
21001771 vs 31509843,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,18.36179132106622,"Random patient, same study"
21001771 vs 37030589,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,32.7238360794343,"Random patient, same study"
21001771 vs 37178462,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,33.455507630302215,"Random patient, same study"
21001771 vs 41773404,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,27.489652424888188,"Random patient, same study"
21001771 vs 50106280,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,28.085496291459346,"Random patient, same study"
21001771 vs 50109639,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,35.49120170637927,"Random patient, same study"
21001771 vs 65652206,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,18.06818417047535,"Random patient, same study"
21001771 vs 67429065,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,34.59464600117085,"Random patient, same study"
